,natural gas,petroleum,other,solar,hydro
20190523T20Z,6855,0,111,70,37
20190523T19Z,6615,0,108,69,37
20190523T18Z,6137,0,110,68,37
20190523T17Z,5746,0,112,66,37
20190523T16Z,5339,0,111,64,36
20190523T15Z,4909,0,111,73,36
20190523T14Z,4488,0,113,77,36
20190523T13Z,4170,0,112,70,36
20190523T12Z,3810,0,113,27,35
20190523T11Z,3626,0,112,1,36
20190523T10Z,3320,0,114,0,37
20190523T09Z,3172,0,113,0,37
20190523T08Z,3198,0,112,0,34
20190523T07Z,3381,0,113,0,34
20190523T06Z,3636,0,114,0,34
20190523T05Z,3951,0,114,0,34
20190523T04Z,4423,0,114,0,33
20190523T03Z,4970,0,113,0,34
20190523T02Z,5600,0,113,0,33
20190523T01Z,6073,0,113,0,34
20190523T00Z,6559,0,113,16,33
20190522T23Z,6996,36,113,40,34
20190522T22Z,7263,45,112,69,34
20190522T21Z,7325,45,114,56,33
20190522T20Z,7235,25,109,60,31
20190522T19Z,6978,0,111,69,30
20190522T18Z,6557,0,106,73,30
20190522T17Z,6061,0,107,68,29
20190522T16Z,5525,0,111,79,32
20190522T15Z,5061,0,112,78,35
20190522T14Z,4574,0,109,69,34
20190522T13Z,4180,0,110,38,35
20190522T12Z,3857,0,108,9,34
20190522T11Z,3517,0,101,1,35
20190522T10Z,3338,0,99,0,35
20190522T09Z,3226,0,99,0,35
20190522T08Z,3261,0,97,0,34
20190522T07Z,3446,0,96,0,35
20190522T06Z,3722,0,98,0,35
20190522T05Z,4080,0,97,0,35
20190522T04Z,4590,0,98,0,34
20190522T03Z,5074,0,96,0,35
20190522T02Z,5901,0,97,0,34
20190522T01Z,6398,0,98,0,35
20190522T00Z,6853,0,96,21,35
20190521T23Z,7286,39,97,29,34
20190521T22Z,7448,43,97,67,38
20190521T21Z,7367,9,96,67,35
20190521T20Z,7180,0,96,79,35
20190521T19Z,6958,0,99,57,35
20190521T18Z,6536,0,96,77,35
20190521T17Z,6117,0,96,79,36
20190521T16Z,5424,0,99,79,35
20190521T15Z,4829,0,96,80,35
20190521T14Z,4350,0,97,78,33
20190521T13Z,4066,0,97,67,34
20190521T12Z,3735,0,97,24,33
20190521T11Z,3428,0,98,1,33
20190521T10Z,3185,0,97,0,33
20190521T09Z,3039,0,96,0,33
20190521T08Z,3073,0,98,0,32
20190521T07Z,3246,0,96,0,33
20190521T06Z,3512,0,96,0,33
20190521T05Z,3922,0,96,0,33
20190521T04Z,4517,0,99,0,32
20190521T03Z,5141,0,96,0,33
20190521T02Z,5750,0,99,0,32
20190521T01Z,6296,0,97,0,33
20190521T00Z,6666,0,99,23,31
20190520T23Z,7051,0,98,65,31
20190520T22Z,7305,0,99,63,37
20190520T21Z,7266,0,97,68,32
20190520T20Z,7068,0,96,62,33
20190520T19Z,6841,0,96,63,32
20190520T18Z,6481,0,96,69,33
20190520T17Z,5986,0,99,76,33
20190520T16Z,5581,0,98,79,31
20190520T15Z,5160,0,99,78,30
20190520T14Z,4732,0,95,77,31
20190520T13Z,4356,0,98,69,30
20190520T12Z,4072,0,95,25,31
20190520T11Z,3779,0,94,1,30
20190520T10Z,3434,0,93,0,30
20190520T09Z,3240,0,96,0,31
20190520T08Z,3255,0,99,0,30
20190520T07Z,3407,0,100,0,30
20190520T06Z,3621,0,99,0,31
20190520T05Z,3884,0,99,0,31
20190520T04Z,4005,0,107,0,31
20190520T03Z,4499,0,108,0,32
20190520T02Z,5113,0,105,0,31
20190520T01Z,5567,0,113,0,31
20190520T00Z,5800,0,112,22,31
20190519T23Z,6160,0,112,67,31
20190519T22Z,6361,0,111,77,37
20190519T21Z,6320,0,111,80,30
20190519T20Z,6177,0,112,80,29
20190519T19Z,5908,0,112,79,29
20190519T18Z,5493,0,109,82,29
20190519T17Z,4969,0,110,80,26
20190519T16Z,4646,0,111,81,24
20190519T15Z,4301,0,110,80,27
20190519T14Z,3880,0,111,78,34
20190519T13Z,3416,0,112,70,34
20190519T12Z,2929,0,114,25,33
20190519T11Z,2871,0,110,1,34
20190519T10Z,2868,0,112,0,34
20190519T09Z,2872,0,112,0,33
20190519T08Z,2896,0,111,0,34
20190519T07Z,2956,0,111,0,33
20190519T06Z,3212,0,109,0,34
20190519T05Z,3517,0,111,0,34
20190519T04Z,3856,0,112,0,34
20190519T03Z,4292,0,111,0,34
20190519T02Z,4907,0,112,0,34
20190519T01Z,5137,0,110,0,34
20190519T00Z,5464,0,112,7,33
20190518T23Z,5840,0,111,52,34
20190518T22Z,6029,0,111,67,38
20190518T21Z,6020,0,105,78,34
20190518T20Z,5908,0,104,78,35
20190518T19Z,5746,0,105,52,35
20190518T18Z,5369,0,101,79,35
20190518T17Z,4935,0,106,80,36
20190518T16Z,4746,8,104,75,33
20190518T15Z,4294,0,106,79,32
20190518T14Z,4001,0,104,77,32
20190518T13Z,3628,0,103,39,32
20190518T12Z,3157,0,105,7,33
20190518T11Z,2979,0,101,0,33
20190518T10Z,2911,0,105,0,32
20190518T09Z,2906,0,111,0,33
20190518T08Z,2985,0,108,0,32
20190518T07Z,3150,0,110,0,32
20190518T06Z,3412,0,109,0,32
20190518T05Z,3722,0,112,0,33
20190518T04Z,3809,0,111,0,33
20190518T03Z,4244,0,110,0,32
20190518T02Z,4717,0,109,0,30
20190518T01Z,5026,0,105,0,31
20190518T00Z,5524,0,106,20,30
20190517T23Z,940419,0,103,64,31
20190517T22Z,6166,0,103,77,37
20190517T21Z,6205,0,103,63,26
20190517T20Z,6015,0,102,79,26
20190517T19Z,5767,0,102,69,27
20190517T18Z,5466,0,101,62,26
20190517T17Z,5147,0,102,75,26
20190517T16Z,4898,0,103,78,26
20190517T15Z,4713,0,102,79,26
20190517T14Z,4255,0,102,77,26
20190517T13Z,3800,0,102,59,24
20190517T12Z,3508,0,104,18,26
20190517T11Z,3273,0,102,0,26
20190517T10Z,2925,0,103,0,26
20190517T09Z,2746,0,112,0,25
20190517T08Z,2767,0,110,0,26
20190517T07Z,2918,0,111,0,26
20190517T06Z,3170,0,111,0,25
20190517T05Z,3483,0,109,0,26
20190517T04Z,3786,0,112,0,25
20190517T03Z,4275,0,111,0,26
20190517T02Z,4770,0,111,0,25
20190517T01Z,5072,0,113,1,26
20190517T00Z,5430,0,110,20,25
20190516T23Z,5721,0,112,62,26
20190516T22Z,5938,0,110,59,26
20190516T21Z,5952,0,109,64,26
20190516T20Z,5787,0,104,76,26
20190516T19Z,5498,0,103,77,25
20190516T18Z,5306,0,104,81,26
20190516T17Z,4994,0,103,82,26
20190516T16Z,4676,0,103,81,26
20190516T15Z,4411,0,103,82,26
20190516T14Z,4050,0,104,78,25
20190516T13Z,3717,0,104,71,24
20190516T12Z,3498,0,111,26,33
20190516T11Z,3286,0,113,0,34
20190516T10Z,2931,0,110,0,33
20190516T09Z,2748,0,112,0,33
20190516T08Z,2742,0,110,0,33
20190516T07Z,2861,0,106,0,34
20190516T06Z,3046,0,108,0,33
20190516T05Z,3302,0,110,0,33
20190516T04Z,3460,0,109,0,33
20190516T03Z,3801,0,109,0,33
20190516T02Z,4296,0,109,0,30
20190516T01Z,4730,0,109,0,29
20190516T00Z,5086,0,104,21,28
20190515T23Z,5592,0,100,67,28
20190515T22Z,5719,0,101,78,37
20190515T21Z,5679,0,103,80,34
20190515T20Z,5432,0,105,81,35
20190515T19Z,5098,0,102,81,35
20190515T18Z,4740,0,97,81,35
20190515T17Z,4353,0,96,81,36
20190515T16Z,4273,0,99,81,34
20190515T15Z,4166,0,103,81,35
20190515T14Z,3940,0,105,76,35
20190515T13Z,3680,0,105,73,35
20190515T12Z,3504,0,106,27,35
20190515T11Z,3337,0,102,1,34
20190515T10Z,2960,0,104,0,35
20190515T09Z,2777,0,104,0,35
20190515T08Z,2744,0,106,0,35
20190515T07Z,2849,0,102,0,34
20190515T06Z,3004,0,104,0,35
20190515T05Z,3178,0,99,0,35
20190515T04Z,3277,0,103,0,35
20190515T03Z,3608,0,101,0,33
20190515T02Z,3911,0,100,0,33
20190515T01Z,4216,0,102,0,34
20190515T00Z,4305,0,103,13,33
20190514T23Z,4484,0,102,53,34
20190514T22Z,4667,0,100,63,35
20190514T21Z,4616,0,100,79,34
20190514T20Z,4411,6,103,77,34
20190514T19Z,4297,14,106,79,34
20190514T18Z,4216,0,102,78,34
20190514T17Z,4265,0,101,78,34
20190514T16Z,4323,0,97,80,35
20190514T15Z,4388,0,104,79,31
20190514T14Z,4126,0,104,78,31
20190514T13Z,3860,0,106,63,31
20190514T12Z,3693,0,113,14,31
20190514T11Z,3466,0,107,1,31
20190514T10Z,3026,0,107,0,32
20190514T09Z,2789,0,111,0,32
20190514T08Z,2755,0,112,0,33
20190514T07Z,2840,0,112,0,33
20190514T06Z,3016,0,109,0,32
20190514T05Z,3182,0,111,0,33
20190514T04Z,3442,0,109,0,33
20190514T03Z,3744,0,111,0,33
20190514T02Z,4041,0,110,0,33
20190514T01Z,4311,0,110,0,34
20190514T00Z,4591,0,109,3,35
20190513T23Z,4672,0,111,20,35
20190513T22Z,4646,0,109,37,37
20190513T21Z,4415,0,112,62,32
20190513T20Z,4419,0,110,65,31
20190513T19Z,4649,0,110,44,31
20190513T18Z,4821,0,110,48,32
20190513T17Z,5209,0,109,15,32
20190513T16Z,5550,0,111,3,33
20190513T15Z,5548,0,105,3,35
20190513T14Z,5185,0,103,1,35
20190513T13Z,4700,0,104,1,35
20190513T12Z,4354,0,111,1,34
20190513T11Z,4108,0,113,0,35
20190513T10Z,3686,0,110,0,35
20190513T09Z,3471,0,111,0,35
20190513T08Z,3465,0,109,0,34
20190513T07Z,3561,0,110,0,35
20190513T06Z,3764,0,112,0,35
20190513T05Z,3982,0,111,0,34
20190513T04Z,3981,0,111,0,35
20190513T03Z,4400,0,112,0,34
20190513T02Z,4813,0,108,0,35
20190513T01Z,5167,0,113,0,34
20190513T00Z,5494,0,112,0,35
20190512T23Z,5999,0,108,0,34
20190512T22Z,6290,0,107,3,37
20190512T21Z,6423,0,104,6,34
20190512T20Z,6416,0,103,6,35
20190512T19Z,6231,0,109,48,34
20190512T18Z,6169,0,110,69,34
20190512T17Z,5810,0,112,69,35
20190512T16Z,5372,0,115,66,34
20190512T15Z,5207,0,116,59,33
20190512T14Z,4667,0,112,53,35
20190512T13Z,3869,0,110,22,34
20190512T12Z,3329,0,103,4,34
20190512T11Z,3156,0,102,0,35
20190512T10Z,3106,0,103,0,34
20190512T09Z,3112,0,102,0,35
20190512T08Z,3194,0,103,0,34
20190512T07Z,3366,0,101,0,35
20190512T06Z,3632,0,102,0,34
20190512T05Z,3928,0,100,0,34
20190512T04Z,4307,0,103,0,35
20190512T03Z,4795,0,101,0,34
20190512T02Z,5256,0,100,0,34
20190512T01Z,5676,0,102,1,34
20190512T00Z,6100,0,101,6,35
20190511T23Z,6564,0,101,29,35
20190511T22Z,6808,0,100,74,38
20190511T21Z,6879,0,99,60,34
20190511T20Z,6754,0,94,53,34
20190511T19Z,6527,0,93,76,34
20190511T18Z,6230,0,94,76,34
20190511T17Z,5774,0,95,73,34
20190511T16Z,5347,0,95,76,34
20190511T15Z,5128,0,94,73,34
20190511T14Z,4593,0,93,64,35
20190511T13Z,3868,0,93,48,34
20190511T12Z,3341,0,92,13,34
20190511T11Z,3141,0,94,0,34
20190511T10Z,3056,0,92,0,35
20190511T09Z,3044,0,90,0,34
20190511T08Z,3123,0,91,0,34
20190511T07Z,3291,0,88,0,34
20190511T06Z,3543,0,86,0,35
20190511T05Z,3812,0,102,0,33
20190511T04Z,4044,0,103,0,34
20190511T03Z,4420,0,104,0,34
20190511T02Z,4957,0,104,0,33
20190511T01Z,5290,0,104,0,34
20190511T00Z,5767,0,104,2,34
20190510T23Z,6263,0,102,5,35
20190510T22Z,6648,0,101,8,37
20190510T21Z,6766,0,97,43,34
20190510T20Z,6749,0,100,56,34
20190510T19Z,6503,0,100,70,35
20190510T18Z,6164,0,100,75,34
20190510T17Z,5803,0,90,76,35
20190510T16Z,5338,0,79,72,34
20190510T15Z,5041,24,79,75,35
20190510T14Z,4652,0,75,65,34
20190510T13Z,4209,0,80,46,35
20190510T12Z,3823,0,100,19,34
20190510T11Z,3670,0,109,0,35
20190510T10Z,3272,0,112,0,34
20190510T09Z,3123,0,112,0,34
20190510T08Z,3158,0,111,0,33
20190510T07Z,3306,0,112,0,34
20190510T06Z,3499,0,112,0,34
20190510T05Z,3719,0,112,0,33
20190510T04Z,3911,0,112,0,34
20190510T03Z,4470,0,113,0,35
20190510T02Z,5063,0,113,0,34
20190510T01Z,5540,0,111,0,35
20190510T00Z,5706,0,112,14,35
20190509T23Z,6007,0,111,50,35
20190509T22Z,6289,0,111,76,39
20190509T21Z,6290,0,111,77,35
20190509T20Z,6266,0,112,76,35
20190509T19Z,6179,0,109,75,34
20190509T18Z,5839,0,109,75,35
20190509T17Z,5448,0,111,59,34
20190509T16Z,5131,0,111,62,34
20190509T15Z,4808,0,111,78,35
20190509T14Z,4412,0,110,75,34
20190509T13Z,4032,0,109,69,35
20190509T12Z,3732,0,107,22,34
20190509T11Z,3596,0,97,0,35
20190509T10Z,3151,0,101,0,36
20190509T09Z,2964,0,100,0,35
20190509T08Z,3042,0,98,0,35
20190509T07Z,3105,0,99,0,35
20190509T06Z,3260,0,95,0,35
20190509T05Z,3571,0,97,0,34
20190509T04Z,3783,0,99,0,35
20190509T03Z,4261,0,97,0,35
20190509T02Z,4698,0,99,0,35
20190509T01Z,5221,0,96,0,34
20190509T00Z,5615,0,97,5,35
20190508T23Z,6117,0,96,37,34
20190508T22Z,6373,0,102,75,37
20190508T21Z,6457,0,106,74,34
20190508T20Z,6321,0,104,72,35
20190508T19Z,5984,0,102,69,34
20190508T18Z,5564,0,102,77,35
20190508T17Z,5140,0,103,81,34
20190508T16Z,5002,0,102,77,34
20190508T15Z,4851,0,102,80,35
20190508T14Z,4504,0,102,76,34
20190508T13Z,4106,0,103,68,35
20190508T12Z,3872,0,104,23,34
20190508T11Z,3649,0,103,0,35
20190508T10Z,3254,0,109,0,34
20190508T09Z,3095,0,93,0,34
20190508T08Z,3177,0,84,0,34
20190508T07Z,3248,0,84,0,34
20190508T06Z,3484,0,83,0,34
20190508T05Z,3800,0,84,0,34
20190508T04Z,4046,0,81,0,34
20190508T03Z,4494,0,82,0,34
20190508T02Z,4983,0,82,0,33
20190508T01Z,5540,0,83,0,34
20190508T00Z,5912,0,83,18,34
20190507T23Z,6415,0,86,50,31
20190507T22Z,6659,0,85,69,37
20190507T21Z,6785,0,84,62,33
20190507T20Z,6643,0,84,58,33
20190507T19Z,6348,0,81,73,31
20190507T18Z,5921,0,66,68,30
20190507T17Z,5418,0,63,75,31
20190507T16Z,4994,0,65,78,31
20190507T15Z,4749,0,63,77,32
20190507T14Z,4430,0,64,77,32
20190507T13Z,4041,0,64,70,31
20190507T12Z,3780,0,66,22,32
20190507T11Z,3542,0,64,0,32
20190507T10Z,3130,0,83,0,32
20190507T09Z,3006,0,85,0,32
20190507T08Z,3027,0,84,0,31
20190507T07Z,3108,0,84,0,32
20190507T06Z,3322,0,85,0,31
20190507T05Z,3627,0,84,0,32
20190507T04Z,3750,0,83,0,31
20190507T03Z,4174,0,84,0,31
20190507T02Z,4749,0,84,0,31
20190507T01Z,5214,0,83,0,31
20190507T00Z,5562,0,84,14,32
20190506T23Z,6076,0,86,65,31
20190506T22Z,6262,0,87,76,31
20190506T21Z,6189,0,87,72,32
20190506T20Z,5977,0,85,72,31
20190506T19Z,5631,0,86,75,31
20190506T18Z,5276,0,84,72,31
20190506T17Z,4934,0,86,77,32
20190506T16Z,4693,0,87,80,31
20190506T15Z,4605,0,83,75,31
20190506T14Z,4286,0,78,58,32
20190506T13Z,3939,0,78,37,31
20190506T12Z,3675,0,79,9,31
20190506T11Z,3443,0,79,0,32
20190506T10Z,2982,0,80,0,32
20190506T09Z,2746,0,78,0,32
20190506T08Z,2747,0,80,0,31
20190506T07Z,2850,0,77,0,32
20190506T06Z,3012,0,79,0,31
20190506T05Z,3199,0,79,0,32
20190506T04Z,3404,0,77,0,31
20190506T03Z,3670,0,80,0,32
20190506T02Z,4014,0,80,0,31
20190506T01Z,4237,0,83,0,32
20190506T00Z,4237,0,63,3,31
20190505T23Z,4366,0,59,14,32
20190505T22Z,4328,0,59,49,31
20190505T21Z,4121,0,58,56,32
20190505T20Z,4057,0,61,64,31
20190505T19Z,4346,0,62,44,31
20190505T18Z,4751,0,63,21,32
20190505T17Z,5140,0,84,31,31
20190505T16Z,5146,0,87,18,31
20190505T15Z,4956,0,90,27,31
20190505T14Z,4433,0,87,40,31
20190505T13Z,3854,0,86,55,31
20190505T12Z,3364,0,79,7,32
20190505T11Z,3201,0,75,0,31
20190505T10Z,3108,0,77,0,31
20190505T09Z,3099,0,75,4,31
20190505T08Z,3162,0,76,5,31
20190505T07Z,3277,0,77,4,31
20190505T06Z,3493,0,76,4,31
20190505T05Z,3610,0,77,5,31
20190505T04Z,3809,0,78,7,30
20190505T03Z,4074,0,76,6,31
20190505T02Z,4488,0,78,6,30
20190505T01Z,4853,0,76,5,30
20190505T00Z,5056,0,78,7,30
20190504T23Z,5497,0,75,27,25
20190504T22Z,5625,0,78,65,34
20190504T21Z,5678,0,76,65,30
20190504T20Z,6024,0,74,72,31
20190504T19Z,6248,0,76,73,31
20190504T18Z,6003,0,72,71,30
20190504T17Z,5629,0,75,65,31
20190504T16Z,5127,0,76,72,32
20190504T15Z,4778,0,74,65,31
20190504T14Z,4292,0,75,47,31
20190504T13Z,3755,0,77,22,31
20190504T12Z,3213,0,76,5,31
20190504T11Z,3045,0,77,0,31
20190504T10Z,2962,0,74,0,31
20190504T09Z,2941,0,73,0,31
20190504T08Z,3003,0,72,0,31
20190504T07Z,3163,0,76,0,32
20190504T06Z,3401,0,74,0,31
20190504T05Z,3649,0,75,0,32
20190504T04Z,4009,0,76,0,31
20190504T03Z,4385,0,76,0,32
20190504T02Z,4770,0,76,0,32
20190504T01Z,5167,0,76,0,31
20190504T00Z,5796,0,77,0,31
20190503T23Z,6213,0,77,20,30
20190503T22Z,6473,0,75,31,35
20190503T21Z,6467,0,74,36,33
20190503T20Z,6186,0,75,54,31
20190503T19Z,5820,13,74,75,30
20190503T18Z,5449,0,73,75,29
20190503T17Z,5082,0,74,59,30
20190503T16Z,4895,0,74,38,29
20190503T15Z,4708,0,75,21,30
20190503T14Z,4474,0,73,21,29
20190503T13Z,4148,0,78,8,29
20190503T12Z,3925,0,76,5,30
20190503T11Z,3705,0,75,0,30
20190503T10Z,3270,0,72,0,29
20190503T09Z,3051,0,72,0,30
20190503T08Z,3025,0,73,0,29
20190503T07Z,3149,0,78,0,30
20190503T06Z,3315,0,82,0,29
20190503T05Z,3508,0,84,0,30
20190503T04Z,3676,0,83,0,30
20190503T03Z,3992,0,83,0,31
20190503T02Z,4329,0,77,0,32
20190503T01Z,4478,2,77,0,33
20190503T00Z,4579,0,77,4,34
20190502T23Z,4914,0,85,1,33
20190502T22Z,5193,0,84,2,36
20190502T21Z,5362,0,83,7,24
20190502T20Z,5409,0,83,41,31
20190502T19Z,5303,0,81,32,31
20190502T18Z,5015,0,85,67,31
20190502T17Z,4836,0,85,50,30
20190502T16Z,4494,0,84,60,30
20190502T15Z,4379,0,82,57,30
20190502T14Z,4262,0,84,71,30
20190502T13Z,3942,0,84,50,29
20190502T12Z,3733,0,83,11,30
20190502T11Z,3487,0,85,1,30
20190502T10Z,3028,0,84,0,30
20190502T09Z,2840,0,84,0,30
20190502T08Z,2835,0,85,0,30
20190502T07Z,2930,0,84,0,29
20190502T06Z,3113,0,82,0,29
20190502T05Z,3432,0,82,0,29
20190502T04Z,3750,0,85,0,29
20190502T03Z,4238,0,83,0,28
20190502T02Z,4755,0,84,0,29
20190502T01Z,5220,0,84,0,28
20190502T00Z,5481,0,84,13,28
20190501T23Z,6019,0,84,56,25
20190501T22Z,6201,0,84,55,35
20190501T21Z,6217,0,86,68,30
20190501T20Z,6169,0,84,72,30
20190501T19Z,5919,0,85,63,32
20190501T18Z,5477,0,82,69,29
20190501T17Z,5020,0,84,71,27
20190501T16Z,4556,0,84,77,26
20190501T15Z,4335,0,84,68,27
20190501T14Z,4130,0,83,48,28
20190501T13Z,3973,0,86,12,27
20190501T12Z,3692,0,84,4,28
20190501T11Z,3395,0,85,0,28
20190501T10Z,3004,0,86,0,26
20190501T09Z,2826,0,85,0,27
20190501T08Z,2844,0,85,0,26
20190501T07Z,2983,0,84,0,26
20190501T06Z,3201,0,83,0,26
20190501T05Z,3527,0,83,0,24
20190501T04Z,3918,0,86,0,24
20190501T03Z,4368,0,83,0,23
20190501T02Z,4801,0,83,0,22
20190501T01Z,5249,0,82,0,23
20190501T00Z,5577,0,83,9,21
20190430T23Z,6157,0,82,54,21
20190430T22Z,6370,0,86,48,33
20190430T21Z,6380,0,83,72,24
20190430T20Z,6101,0,85,75,23
20190430T19Z,5729,0,85,61,28
20190430T18Z,5293,0,83,65,27
20190430T17Z,4929,0,85,71,27
20190430T16Z,4675,0,85,65,27
20190430T15Z,4533,0,66,72,26
20190430T14Z,4245,0,65,79,25
20190430T13Z,3775,0,86,67,25
20190430T12Z,3556,0,86,16,26
20190430T11Z,3295,0,88,0,25
20190430T10Z,2842,0,86,0,25
20190430T09Z,2654,0,87,0,26
20190430T08Z,2661,0,85,0,25
20190430T07Z,2784,0,86,0,26
20190430T06Z,2978,0,86,0,26
20190430T05Z,3311,0,87,0,25
20190430T04Z,3637,0,87,0,26
20190430T03Z,4163,0,85,0,26
20190430T02Z,4692,0,89,0,26
20190430T01Z,5091,0,86,1,27
20190430T00Z,5414,0,88,14,27
20190429T23Z,5888,0,85,57,28
20190429T22Z,5984,0,87,67,30
20190429T21Z,5926,0,87,72,26
20190429T20Z,5616,0,86,80,26
20190429T19Z,5216,0,84,83,25
20190429T18Z,4850,4,86,83,26
20190429T17Z,4462,18,86,82,25
20190429T16Z,4234,0,87,83,26
20190429T15Z,4124,0,85,79,25
20190429T14Z,3940,0,88,77,26
20190429T13Z,3643,0,87,64,26
20190429T12Z,3415,0,89,16,26
20190429T11Z,3119,0,87,0,26
20190429T10Z,2780,0,89,0,25
20190429T09Z,2598,0,85,0,26
20190429T08Z,2609,0,88,0,26
20190429T07Z,2700,0,85,0,26
20190429T06Z,2887,0,87,0,26
20190429T05Z,3214,0,87,0,26
20190429T04Z,3558,0,89,0,26
20190429T03Z,4022,0,88,0,26
20190429T02Z,4359,0,88,0,25
20190429T01Z,4623,0,87,0,26
20190429T00Z,4920,0,89,16,26
20190428T23Z,5435,0,86,63,25
20190428T22Z,5611,0,79,77,25
20190428T21Z,5559,0,78,78,20
20190428T20Z,5197,0,74,79,19
20190428T19Z,4780,0,76,80,19
20190428T18Z,4418,0,75,80,20
20190428T17Z,4023,0,75,79,20
20190428T16Z,3772,0,77,80,22
20190428T15Z,3620,0,75,78,23
20190428T14Z,3474,0,68,78,23
20190428T13Z,2981,0,73,70,23
20190428T12Z,2618,0,75,18,23
20190428T11Z,2450,0,81,0,23
20190428T10Z,2418,0,86,0,23
20190428T09Z,2401,0,85,0,23
20190428T08Z,2443,0,86,0,23
20190428T07Z,2551,0,84,0,23
20190428T06Z,2765,0,86,0,22
20190428T05Z,3049,0,85,0,22
20190428T04Z,3258,0,87,0,22
20190428T03Z,3620,0,87,0,22
20190428T02Z,3850,0,86,0,22
20190428T01Z,4083,0,88,0,21
20190428T00Z,4332,0,90,16,20
