,other,hydro
20190428T18Z,0,777
20190428T17Z,0,777
20190428T16Z,0,688
20190428T15Z,0,626
20190428T14Z,0,579
20190428T13Z,0,576
20190428T12Z,0,583
20190428T11Z,0,577
20190428T10Z,0,461
20190428T09Z,0,465
20190428T08Z,0,464
20190428T07Z,0,467
20190428T06Z,0,482
20190428T05Z,0,691
20190428T04Z,0,695
20190428T03Z,0,811
20190428T02Z,0,941
20190428T01Z,0,941
20190428T00Z,0,990
20190427T23Z,0,910
20190427T22Z,0,737
20190427T21Z,0,738
20190427T20Z,0,744
20190427T19Z,0,750
20190427T18Z,0,749
20190427T17Z,0,753
20190427T16Z,0,721
20190427T15Z,0,579
20190427T14Z,0,584
20190427T13Z,0,580
20190427T12Z,0,615
20190427T11Z,0,616
20190427T10Z,0,621
20190427T09Z,0,615
20190427T08Z,0,618
20190427T07Z,0,617
20190427T06Z,0,623
20190427T05Z,0,870
20190427T04Z,0,875
20190427T03Z,0,877
20190427T02Z,0,873
20190427T01Z,0,878
20190427T00Z,0,885
20190426T23Z,0,869
20190426T22Z,0,877
20190426T21Z,0,879
20190426T20Z,0,882
20190426T19Z,0,886
20190426T18Z,0,888
20190426T17Z,0,1015
20190426T16Z,0,1068
20190426T15Z,0,1061
20190426T14Z,0,1062
20190426T13Z,0,1021
20190426T12Z,0,927
20190426T11Z,0,844
20190426T10Z,0,872
20190426T09Z,0,863
20190426T08Z,0,864
20190426T07Z,0,828
20190426T06Z,0,836
20190426T05Z,0,739
20190426T04Z,0,789
20190426T03Z,0,890
20190426T02Z,0,1065
20190426T01Z,0,977
20190426T00Z,0,921
20190425T23Z,0,832
20190425T22Z,0,800
20190425T21Z,0,727
20190425T20Z,0,714
20190425T19Z,0,712
20190425T18Z,0,714
20190425T17Z,0,747
20190425T16Z,0,741
20190425T15Z,0,771
20190425T14Z,0,715
20190425T13Z,0,685
20190425T12Z,0,721
20190425T11Z,0,708
20190425T10Z,0,710
20190425T09Z,0,655
20190425T08Z,0,643
20190425T07Z,0,644
20190425T06Z,0,641
20190425T05Z,0,783
20190425T04Z,0,784
20190425T03Z,0,851
20190425T02Z,0,1174
20190425T01Z,0,1200
20190425T00Z,0,1094
20190424T23Z,0,954
20190424T22Z,0,868
20190424T21Z,0,865
20190424T20Z,0,846
20190424T19Z,0,843
20190424T18Z,0,846
20190424T17Z,0,842
20190424T16Z,0,866
20190424T15Z,0,902
20190424T14Z,0,680
20190424T13Z,0,648
20190424T12Z,0,683
20190424T11Z,0,680
20190424T10Z,0,679
20190424T09Z,0,678
20190424T08Z,0,687
20190424T07Z,0,689
20190424T06Z,0,693
20190424T05Z,0,812
20190424T04Z,0,835
20190424T03Z,0,991
20190424T02Z,0,1164
20190424T01Z,0,1043
20190424T00Z,0,950
20190423T23Z,0,868
20190423T22Z,0,769
20190423T21Z,0,737
20190423T20Z,0,734
20190423T19Z,0,734
20190423T18Z,0,735
20190423T17Z,0,732
20190423T16Z,0,734
20190423T15Z,0,786
20190423T14Z,0,792
20190423T13Z,0,799
20190423T12Z,0,835
20190423T11Z,0,835
20190423T10Z,0,840
20190423T09Z,0,832
20190423T08Z,0,791
20190423T07Z,0,794
20190423T06Z,0,796
20190423T05Z,0,842
20190423T04Z,0,890
20190423T03Z,0,1091
20190423T02Z,0,1102
20190423T01Z,0,1082
20190423T00Z,0,1000
20190422T23Z,0,903
20190422T22Z,0,872
20190422T21Z,0,873
20190422T20Z,0,865
20190422T19Z,0,859
20190422T18Z,0,822
20190422T17Z,0,825
20190422T16Z,0,935
20190422T15Z,0,908
20190422T14Z,0,885
20190422T13Z,0,849
20190422T12Z,0,854
20190422T11Z,0,848
20190422T10Z,0,850
20190422T09Z,0,784
20190422T08Z,0,730
20190422T07Z,0,731
20190422T06Z,0,739
20190422T05Z,0,849
20190422T04Z,0,852
20190422T03Z,0,958
20190422T02Z,0,952
20190422T01Z,0,1012
20190422T00Z,0,1011
20190421T23Z,0,1004
20190421T22Z,0,1003
20190421T21Z,0,873
20190421T20Z,0,878
20190421T19Z,0,873
20190421T18Z,0,832
20190421T17Z,0,736
20190421T16Z,0,736
20190421T15Z,0,734
20190421T14Z,0,728
20190421T13Z,0,669
20190421T12Z,0,666
20190421T11Z,0,674
20190421T10Z,0,666
20190421T09Z,0,665
20190421T08Z,0,621
20190421T07Z,0,616
20190421T06Z,0,618
20190421T05Z,0,723
20190421T04Z,0,799
20190421T03Z,0,801
20190421T02Z,0,850
20190421T01Z,0,845
20190421T00Z,0,831
20190420T23Z,0,808
20190420T22Z,0,775
20190420T21Z,0,772
20190420T20Z,0,765
20190420T19Z,0,763
20190420T18Z,0,824
20190420T17Z,0,820
20190420T16Z,0,881
20190420T15Z,0,875
20190420T14Z,0,821
20190420T13Z,0,673
20190420T12Z,0,670
20190420T11Z,0,668
20190420T10Z,0,666
20190420T09Z,0,669
20190420T08Z,0,664
20190420T07Z,0,660
20190420T06Z,0,660
20190420T05Z,0,628
20190420T04Z,0,639
20190420T03Z,0,910
20190420T02Z,0,1139
20190420T01Z,0,1003
20190420T00Z,0,896
20190419T23Z,0,907
20190419T22Z,0,773
20190419T21Z,0,738
20190419T20Z,0,736
20190419T19Z,0,741
20190419T18Z,0,741
20190419T17Z,0,764
20190419T16Z,0,763
20190419T15Z,0,757
20190419T14Z,0,704
20190419T13Z,0,705
20190419T12Z,0,662
20190419T11Z,0,593
20190419T10Z,0,598
20190419T09Z,0,599
20190419T08Z,0,636
20190419T07Z,0,635
20190419T06Z,0,637
20190419T05Z,0,650
20190419T04Z,0,657
20190419T03Z,0,762
20190419T02Z,0,891
20190419T01Z,0,860
20190419T00Z,0,786
20190418T23Z,0,783
20190418T22Z,0,742
20190418T21Z,0,740
20190418T20Z,0,743
20190418T19Z,0,741
20190418T18Z,0,657
20190418T17Z,0,685
20190418T16Z,0,732
20190418T15Z,0,812
20190418T14Z,0,707
20190418T13Z,0,705
20190418T12Z,0,698
20190418T11Z,0,702
20190418T10Z,0,705
20190418T09Z,0,698
20190418T08Z,0,653
20190418T07Z,0,652
20190418T06Z,0,652
20190418T05Z,0,615
20190418T04Z,0,616
20190418T03Z,0,619
20190418T02Z,0,711
20190418T01Z,0,716
20190418T00Z,0,713
20190417T23Z,0,703
20190417T22Z,0,702
20190417T21Z,0,706
20190417T20Z,0,754
20190417T19Z,0,803
20190417T18Z,0,887
20190417T17Z,0,894
20190417T16Z,0,885
20190417T15Z,0,884
20190417T14Z,0,819
20190417T13Z,0,708
20190417T12Z,0,713
20190417T11Z,0,709
20190417T10Z,0,711
20190417T09Z,0,713
20190417T08Z,0,714
20190417T07Z,0,710
20190417T06Z,0,716
20190417T05Z,0,726
20190417T04Z,0,730
20190417T03Z,0,726
20190417T02Z,0,728
20190417T01Z,0,711
20190417T00Z,0,709
20190416T23Z,0,750
20190416T22Z,0,750
20190416T21Z,0,775
20190416T20Z,0,829
20190416T19Z,0,901
20190416T18Z,0,916
20190416T17Z,0,925
20190416T16Z,0,915
20190416T15Z,0,912
20190416T14Z,0,747
20190416T13Z,0,739
20190416T12Z,0,738
20190416T11Z,0,709
20190416T10Z,0,705
20190416T09Z,0,708
20190416T08Z,0,651
20190416T07Z,0,653
20190416T06Z,0,647
20190416T05Z,0,628
20190416T04Z,0,634
20190416T03Z,0,633
20190416T02Z,0,680
20190416T01Z,0,728
20190416T00Z,0,737
20190415T23Z,0,769
20190415T22Z,0,778
20190415T21Z,0,760
20190415T20Z,0,731
20190415T19Z,0,732
20190415T18Z,0,724
20190415T17Z,0,766
20190415T16Z,0,882
20190415T15Z,0,916
20190415T14Z,0,940
20190415T13Z,0,936
20190415T12Z,0,938
20190415T11Z,0,642
20190415T10Z,0,644
20190415T09Z,0,643
20190415T08Z,0,650
20190415T07Z,0,656
20190415T06Z,0,652
20190415T05Z,0,658
20190415T04Z,0,662
20190415T03Z,0,670
20190415T02Z,0,751
20190415T01Z,0,761
20190415T00Z,0,753
20190414T23Z,0,753
20190414T22Z,0,748
20190414T21Z,0,755
20190414T20Z,0,752
20190414T19Z,0,829
20190414T18Z,0,786
20190414T17Z,0,877
20190414T16Z,0,1007
20190414T15Z,0,1025
20190414T14Z,0,1108
20190414T13Z,0,1048
20190414T12Z,0,936
20190414T11Z,0,569
20190414T10Z,0,558
20190414T09Z,0,565
20190414T08Z,0,564
20190414T07Z,0,560
20190414T06Z,0,565
20190414T05Z,0,712
20190414T04Z,0,723
20190414T03Z,0,719
20190414T02Z,0,719
20190414T01Z,0,722
20190414T00Z,0,717
20190413T23Z,0,759
20190413T22Z,0,758
20190413T21Z,0,757
20190413T20Z,0,761
20190413T19Z,0,759
20190413T18Z,0,955
20190413T17Z,0,1006
20190413T16Z,0,1001
20190413T15Z,0,1009
20190413T14Z,0,1059
20190413T13Z,0,1055
20190413T12Z,0,961
20190413T11Z,0,807
20190413T10Z,0,704
20190413T09Z,0,706
20190413T08Z,0,713
20190413T07Z,0,713
20190413T06Z,0,719
20190413T05Z,0,945
20190413T04Z,0,948
20190413T03Z,0,951
20190413T02Z,0,1102
20190413T01Z,3,1102
20190413T00Z,33,1116
20190412T23Z,41,1112
20190412T22Z,64,1113
20190412T21Z,90,1104
20190412T20Z,117,1113
20190412T19Z,126,1154
20190412T18Z,143,1161
20190412T17Z,170,1219
20190412T16Z,189,1305
20190412T15Z,190,1258
20190412T14Z,193,1078
20190412T13Z,201,1053
20190412T12Z,200,947
20190412T11Z,183,940
20190412T10Z,165,940
20190412T09Z,163,886
20190412T08Z,164,883
20190412T07Z,165,888
20190412T06Z,165,893
20190412T05Z,160,904
20190412T04Z,171,903
20190412T03Z,201,1064
20190412T02Z,201,1145
20190412T01Z,201,1154
20190412T00Z,201,1151
20190411T23Z,201,1149
20190411T22Z,201,1145
20190411T21Z,201,1165
20190411T20Z,201,1168
20190411T19Z,200,1150
20190411T18Z,201,1148
20190411T17Z,200,1152
20190411T16Z,201,1145
20190411T15Z,201,1002
20190411T14Z,200,932
20190411T13Z,201,942
20190411T12Z,199,927
20190411T11Z,179,939
20190411T10Z,160,940
20190411T09Z,158,933
20190411T08Z,159,933
20190411T07Z,160,937
20190411T06Z,160,928
20190411T05Z,160,938
20190411T04Z,170,941
20190411T03Z,200,942
20190411T02Z,200,1092
20190411T01Z,200,1098
20190411T00Z,200,1098
20190410T23Z,201,1103
20190410T22Z,201,1110
20190410T21Z,201,1155
20190410T20Z,201,1157
20190410T19Z,202,1113
20190410T18Z,201,1102
20190410T17Z,201,1107
20190410T16Z,201,1103
20190410T15Z,202,1107
20190410T14Z,201,894
20190410T13Z,202,883
20190410T12Z,201,894
20190410T11Z,181,837
20190410T10Z,162,839
20190410T09Z,159,836
20190410T08Z,160,833
20190410T07Z,158,835
20190410T06Z,159,839
20190410T05Z,158,885
