,coal,natural gas,petroleum,other,solar,hydro
20190808T08-04,50,0.0,,0,9,5
20190808T07-04,47,0.0,,8,0,5
20190808T06-04,49,0.0,,8,0,5
20190808T05-04,47,0.0,,9,0,5
20190808T04-04,48,0.0,,8,0,5
20190808T03-04,48,0.0,,9,0,5
20190808T02-04,48,0.0,,8,0,4
20190808T01-04,49,0.0,,9,0,4
20190808T00-04,62,0.0,,8,0,7
20190807T23-04,113,0.0,,9,0,10
20190807T22-04,168,156.0,,8,0,10
20190807T21-04,175,161.0,,9,0,11
20190807T20-04,175,161.0,,0,9,63
20190807T19-04,175,160.0,,0,9,71
20190807T18-04,176,156.0,,0,10,72
20190807T17-04,174,162.0,,0,11,71
20190807T16-04,173,159.0,,0,10,71
20190807T15-04,170,160.0,,0,11,71
20190807T14-04,168,161.0,,0,11,71
20190807T13-04,145,152.0,,0,11,73
20190807T12-04,58,122.0,,0,11,71
20190807T11-04,49,104.0,,0,11,49
20190807T10-04,49,0.0,,0,10,5
20190807T09-04,48,0.0,,0,9,5
20190807T08-04,49,0.0,,0,8,5
20190807T07-04,47,0.0,,9,0,6
20190807T06-04,48,0.0,,8,0,5
20190807T05-04,48,0.0,,9,0,5
20190807T04-04,48,0.0,,8,0,5
20190807T03-04,47,0.0,,8,0,5
20190807T02-04,49,0.0,,9,0,4
20190807T01-04,50,0.0,,8,0,4
20190807T00-04,56,0.0,,9,0,5
20190806T23-04,106,0.0,,8,0,5
20190806T22-04,163,161.0,,9,0,6
20190806T21-04,179,160.0,,8,0,43
20190806T20-04,176,161.0,,0,9,71
20190806T19-04,178,162.0,,0,9,71
20190806T18-04,172,161.0,,0,10,71
20190806T17-04,174,161.0,,0,11,73
20190806T16-04,175,161.0,,0,11,71
20190806T15-04,141,163.0,,0,11,71
20190806T14-04,67,151.0,,0,11,71
20190806T13-04,51,103.0,,0,10,72
20190806T12-04,49,34.0,,0,11,71
20190806T11-04,50,0.0,,0,11,49
20190806T10-04,51,0.0,,0,10,5
20190806T09-04,49,0.0,,0,9,5
20190806T08-04,52,0.0,,0,9,5
20190806T07-04,49,0.0,,8,0,5
20190806T06-04,49,0.0,,9,0,5
20190806T05-04,51,0.0,,8,0,6
20190806T04-04,50,0.0,,9,0,5
20190806T03-04,49,0.0,,8,0,6
20190806T02-04,51,0.0,,9,0,4
20190806T01-04,53,0.0,,8,0,4
20190806T00-04,53,0.0,,9,0,6
20190805T23-04,52,120.0,,9,0,5
20190805T22-04,55,140.0,,8,0,5
20190805T21-04,55,163.0,,9,0,6
20190805T20-04,56,163.0,,0,8,33
20190805T19-04,57,161.0,,0,9,72
20190805T18-04,58,161.0,,0,10,72
20190805T17-04,55,163.0,,0,11,72
20190805T16-04,57,144.0,,0,11,72
20190805T15-04,57,110.0,,0,10,72
20190805T14-04,56,78.0,,0,10,54
20190805T13-04,61,70.0,,0,11,5
20190805T12-04,71,39.0,,0,11,5
20190805T11-04,56,0.0,,0,11,5
20190805T10-04,56,0.0,,0,9,5
20190805T09-04,58,0.0,,0,9,6
20190805T08-04,56,0.0,,0,9,5
20190805T07-04,56,0.0,,8,0,5
20190805T06-04,57,0.0,,9,0,5
20190805T05-04,56,0.0,,8,0,5
20190805T04-04,55,0.0,,9,0,5
20190805T03-04,58,0.0,,8,0,5
20190805T02-04,60,0.0,,9,0,4
20190805T01-04,60,0.0,,9,0,4
20190805T00-04,61,0.0,,8,0,5
20190804T23-04,83,0.0,,9,0,6
20190804T22-04,113,25.0,,8,0,5
20190804T21-04,128,123.0,,9,0,15
20190804T20-04,145,162.0,,0,9,67
20190804T19-04,147,162.0,,0,9,71
20190804T18-04,145,162.0,,0,10,72
20190804T17-04,96,162.0,,0,9,71
20190804T16-04,73,163.0,,0,11,71
20190804T15-04,72,161.0,,0,10,71
20190804T14-04,72,150.0,,0,10,48
20190804T13-04,65,6.0,,0,11,5
20190804T12-04,57,0.0,,0,11,5
20190804T11-04,55,0.0,,0,10,5
20190804T10-04,58,0.0,,0,10,6
20190804T09-04,56,0.0,,0,9,5
20190804T08-04,56,0.0,,0,9,5
20190804T07-04,56,0.0,,9,0,5
20190804T06-04,57,0.0,,9,0,5
20190804T05-04,55,0.0,,8,0,5
20190804T04-04,56,0.0,,9,0,5
20190804T03-04,57,0.0,,9,0,5
20190804T02-04,55,0.0,,9,0,4
20190804T01-04,53,0.0,,8,0,4
20190804T00-04,50,0.0,,9,0,6
20190803T23-04,80,0.0,,8,0,5
20190803T22-04,112,67.0,,9,0,10
20190803T21-04,133,69.0,,8,0,14
20190803T20-04,176,119.0,,0,9,66
20190803T19-04,176,153.0,,0,9,71
20190803T18-04,149,152.0,,0,9,71
20190803T17-04,68,150.0,,0,10,72
20190803T16-04,55,152.0,,0,10,72
20190803T15-04,52,149.0,,0,10,71
20190803T14-04,53,122.0,,0,11,71
20190803T13-04,55,3.0,,0,11,71
20190803T12-04,53,0.0,,0,11,72
20190803T11-04,53,0.0,,0,10,71
20190803T10-04,54,0.0,,0,10,53
20190803T09-04,54,0.0,,0,10,5
20190803T08-04,54,0.0,,0,8,5
20190803T07-04,55,0.0,,9,0,5
20190803T06-04,55,0.0,,8,0,6
20190803T05-04,58,0.0,,9,0,5
20190803T04-04,59,0.0,,9,0,5
20190803T03-04,58,0.0,,8,0,5
20190803T02-04,60,0.0,,9,0,4
20190803T01-04,55,0.0,,8,0,4
20190803T00-04,53,0.0,,9,0,10
20190802T23-04,67,46.0,,8,0,55
20190802T22-04,112,72.0,,9,0,71
20190802T21-04,115,120.0,,8,0,71
20190802T20-04,115,149.0,,0,9,71
20190802T19-04,116,143.0,,0,9,72
20190802T18-04,96,150.0,,0,9,71
20190802T17-04,49,152.0,,0,10,71
20190802T16-04,52,151.0,,0,10,71
20190802T15-04,49,136.0,,0,10,71
20190802T14-04,52,83.0,,0,10,72
20190802T13-04,51,47.0,,0,10,72
20190802T12-04,51,0.0,,0,10,71
20190802T11-04,51,0.0,,0,10,72
20190802T10-04,51,0.0,,0,9,71
20190802T09-04,51,0.0,,0,9,71
20190802T08-04,51,0.0,,0,9,7
20190802T07-04,51,0.0,,8,0,5
20190802T06-04,50,0.0,,9,0,5
20190802T05-04,52,0.0,,8,0,5
20190802T04-04,51,0.0,,9,0,6
20190802T03-04,51,0.0,,8,0,5
20190802T02-04,50,0.0,,8,0,5
20190802T01-04,51,0.0,,9,0,4
20190802T00-04,56,0.0,,8,0,40
20190801T23-04,98,11.0,,9,0,71
20190801T22-04,114,70.0,,8,0,73
20190801T21-04,116,70.0,,9,0,71
20190801T20-04,115,70.0,,0,9,72
20190801T19-04,115,72.0,,0,8,72
20190801T18-04,114,78.0,,0,9,72
20190801T17-04,116,130.0,,0,9,71
20190801T16-04,115,147.0,,0,9,73
20190801T15-04,116,150.0,,0,10,71
20190801T14-04,116,144.0,,0,10,73
20190801T13-04,67,147.0,,0,11,71
20190801T12-04,52,49.0,,0,11,71
20190801T11-04,49,0.0,,0,11,73
20190801T10-04,51,0.0,,0,9,71
20190801T09-04,49,0.0,,0,9,9
20190801T08-04,51,0.0,,0,9,5
20190801T07-04,49,0.0,,8,0,5
20190801T06-04,47,0.0,,9,0,5
20190801T05-04,48,0.0,,8,0,5
20190801T04-04,48,0.0,,9,0,5
20190801T03-04,47,0.0,,8,0,5
20190801T02-04,48,0.0,,9,0,5
20190801T01-04,51,0.0,,8,0,5
20190801T00-04,52,0.0,,9,0,59
20190731T23-04,57,16.0,,8,0,71
20190731T22-04,79,164.0,,9,0,72
20190731T21-04,147,166.0,,8,0,71
20190731T20-04,175,164.0,,0,9,71
20190731T19-04,176,162.0,,0,9,71
20190731T18-04,176,161.0,,0,9,72
20190731T17-04,177,161.0,,0,11,71
20190731T16-04,170,162.0,,0,10,71
20190731T15-04,124,163.0,,0,10,72
20190731T14-04,59,155.0,,0,11,71
20190731T13-04,52,100.0,,0,11,71
20190731T12-04,50,85.0,,0,10,71
20190731T11-04,52,0.0,,0,10,52
20190731T10-04,51,0.0,,0,9,5
20190731T09-04,52,0.0,,0,9,5
20190731T08-04,51,0.0,,0,9,5
20190731T07-04,51,0.0,,8,0,5
20190731T06-04,51,0.0,,9,0,5
20190731T05-04,50,0.0,,8,0,5
20190731T04-04,51,0.0,,9,0,6
20190731T03-04,51,0.0,,8,0,5
20190731T02-04,51,0.0,,9,0,4
20190731T01-04,49,0.0,,8,0,4
20190731T00-04,53,0.0,,9,0,5
20190730T23-04,94,0.0,,8,0,23
20190730T22-04,177,96.0,,9,0,71
20190730T21-04,180,120.0,,8,0,71
20190730T20-04,179,155.0,,0,9,72
20190730T19-04,181,157.0,,0,9,71
20190730T18-04,178,155.0,,0,8,71
20190730T17-04,173,153.0,,0,9,71
20190730T16-04,130,154.0,,0,10,71
20190730T15-04,79,153.0,,0,10,72
20190730T14-04,76,138.0,,0,10,72
20190730T13-04,76,99.0,,0,11,71
20190730T12-04,72,53.0,,0,11,51
20190730T11-04,57,0.0,,0,10,6
20190730T10-04,56,0.0,,0,10,5
20190730T09-04,56,0.0,,0,9,5
20190730T08-04,56,0.0,,0,9,5
20190730T07-04,52,0.0,,9,0,5
20190730T06-04,51,0.0,,8,0,5
20190730T05-04,50,0.0,,9,0,5
20190730T04-04,50,0.0,,8,0,5
20190730T03-04,48,0.0,,9,0,6
20190730T02-04,49,0.0,,8,0,4
20190730T01-04,49,0.0,,9,0,4
20190730T00-04,50,0.0,,9,0,5
20190729T23-04,64,0.0,,8,0,5
20190729T22-04,88,156.0,,9,0,22
20190729T21-04,172,157.0,,8,0,72
20190729T20-04,179,154.0,,0,9,71
20190729T19-04,180,153.0,,0,10,71
20190729T18-04,179,153.0,,0,10,71
20190729T17-04,176,154.0,,0,10,72
20190729T16-04,156,153.0,,0,10,71
20190729T15-04,124,153.0,,0,10,71
20190729T14-04,124,154.0,,0,10,71
20190729T13-04,120,155.0,,0,11,71
20190729T12-04,120,111.0,,0,11,6
20190729T11-04,119,8.0,,0,11,6
20190729T10-04,90,69.0,,0,10,5
20190729T09-04,43,162.0,,0,9,5
20190729T08-04,43,167.0,,0,9,5
20190729T07-04,41,293.0,,8,0,5
20190729T06-04,41,331.0,,9,0,5
20190729T05-04,43,332.0,,9,0,6
20190729T04-04,44,332.0,,8,0,5
20190729T03-04,45,210.0,,9,0,5
20190729T02-04,48,33.0,,9,0,5
20190729T01-04,46,0.0,,8,0,4
20190729T00-04,47,0.0,,9,0,5
20190728T23-04,48,0.0,,8,0,5
20190728T22-04,122,0.0,,9,0,6
20190728T21-04,183,13.0,,9,0,22
20190728T20-04,182,163.0,,0,9,72
20190728T19-04,181,163.0,,0,9,72
20190728T18-04,179,164.0,,0,10,72
20190728T17-04,174,163.0,,0,9,72
20190728T16-04,156,163.0,,0,11,72
20190728T15-04,82,98.0,,0,10,72
20190728T14-04,54,0.0,,0,11,72
20190728T13-04,55,0.0,,0,11,72
20190728T12-04,51,0.0,,0,12,72
20190728T11-04,49,0.0,,0,11,51
20190728T10-04,47,0.0,,0,10,5
20190728T09-04,49,0.0,,0,9,5
20190728T08-04,49,0.0,,0,9,5
20190728T07-04,47,0.0,,9,0,6
20190728T06-04,46,0.0,,8,0,5
20190728T05-04,46,0.0,,9,0,5
20190728T04-04,45,0.0,,9,0,5
20190728T03-04,45,0.0,,8,0,5
20190728T02-04,46,0.0,,9,0,4
20190728T01-04,45,0.0,,9,0,4
20190728T00-04,46,0.0,,9,0,5
20190727T23-04,45,0.0,,8,0,5
20190727T22-04,45,0.0,,9,0,5
20190727T21-04,46,64.0,,9,0,6
20190727T20-04,46,69.0,,0,8,36
20190727T19-04,50,69.0,,0,9,73
20190727T18-04,50,69.0,,0,11,71
20190727T17-04,51,70.0,,0,10,71
20190727T16-04,51,55.0,,0,11,71
20190727T15-04,50,0.0,,0,10,72
20190727T14-04,51,0.0,,0,11,71
20190727T13-04,51,0.0,,0,11,71
20190727T12-04,51,0.0,,0,11,71
20190727T11-04,50,0.0,,0,11,72
20190727T10-04,48,0.0,,0,10,72
20190727T09-04,50,0.0,,0,10,71
20190727T08-04,49,0.0,,0,9,49
20190727T07-04,48,0.0,,9,0,5
20190727T06-04,47,0.0,,8,0,5
20190727T05-04,48,0.0,,9,0,5
20190727T04-04,47,0.0,,9,0,5
20190727T03-04,48,0.0,,9,0,5
20190727T02-04,47,0.0,,8,0,4
20190727T01-04,47,0.0,,9,0,5
20190727T00-04,47,0.0,,9,0,21
20190726T23-04,66,0.0,,9,0,71
20190726T22-04,87,0.0,,8,0,71
20190726T21-04,88,25.0,,9,0,72
20190726T20-04,140,160.0,,0,9,71
20190726T19-04,182,159.0,,0,10,71
20190726T18-04,179,159.0,,0,10,71
20190726T17-04,180,159.0,,0,10,71
20190726T16-04,178,152.0,,0,11,71
20190726T15-04,120,-3.0,,0,12,72
20190726T14-04,52,0.0,,0,11,71
20190726T13-04,52,0.0,,0,12,71
20190726T12-04,52,0.0,,0,12,72
20190726T11-04,52,0.0,,0,11,71
20190726T10-04,51,0.0,,0,10,72
20190726T09-04,51,0.0,,0,10,53
20190726T08-04,49,0.0,,0,9,5
20190726T07-04,52,0.0,,9,0,5
20190726T06-04,50,0.0,,9,0,5
20190726T05-04,51,0.0,,9,0,5
20190726T04-04,50,0.0,,9,0,6
20190726T03-04,51,0.0,,9,0,5
20190726T02-04,54,0.0,,9,0,4
20190726T01-04,55,0.0,,9,0,4
20190726T00-04,59,0.0,,9,0,6
20190725T23-04,77,0.0,,9,0,5
20190725T22-04,149,0.0,,9,0,26
20190725T21-04,177,77.0,,9,0,72
20190725T20-04,176,160.0,,0,9,71
20190725T19-04,178,160.0,,0,10,73
20190725T18-04,177,151.0,,0,10,71
20190725T17-04,177,129.0,,0,12,73
20190725T16-04,172,33.0,,0,11,71
20190725T15-04,149,0.0,,0,12,73
20190725T14-04,68,0.0,,0,12,71
20190725T13-04,54,0.0,,0,12,71
20190725T12-04,57,0.0,,0,12,73
20190725T11-04,55,0.0,,0,11,71
20190725T10-04,56,0.0,,0,10,71
20190725T09-04,56,0.0,,0,10,71
20190725T08-04,57,0.0,,0,9,71
20190725T07-04,54,0.0,,9,0,20
20190725T06-04,56,0.0,,9,0,5
20190725T05-04,57,0.0,,9,0,5
20190725T04-04,56,0.0,,10,0,8
20190725T03-04,56,0.0,,9,0,51
20190725T02-04,57,0.0,,9,0,71
20190725T01-04,57,0.0,,9,0,71
20190725T00-04,55,0.0,,9,0,71
20190724T23-04,78,0.0,,9,0,71
20190724T22-04,116,0.0,,9,0,71
20190724T21-04,117,0.0,,9,0,71
20190724T20-04,114,0.0,,0,9,71
20190724T19-04,114,0.0,,0,10,71
20190724T18-04,116,0.0,,0,10,72
20190724T17-04,115,0.0,,0,11,71
20190724T16-04,103,0.0,,0,11,71
20190724T15-04,53,0.0,,0,12,71
20190724T14-04,52,0.0,,0,11,71
20190724T13-04,52,0.0,,0,11,71
20190724T12-04,52,0.0,,0,11,72
20190724T11-04,52,0.0,,0,12,71
20190724T10-04,51,0.0,,0,10,71
20190724T09-04,52,0.0,,0,10,71
20190724T08-04,51,0.0,,0,9,71
20190724T07-04,52,0.0,,9,0,71
20190724T06-04,51,0.0,,9,0,73
20190724T05-04,51,0.0,,9,0,71
20190724T04-04,51,0.0,,9,0,72
20190724T03-04,52,0.0,,9,0,72
20190724T02-04,51,0.0,,9,0,70
20190724T01-04,51,-8.0,,9,0,72
20190724T00-04,51,0.0,,9,0,71
20190723T23-04,52,0.0,,10,0,72
20190723T22-04,50,-9.0,,9,0,72
20190723T21-04,65,0.0,,9,0,72
20190723T20-04,96,0.0,,0,9,72
20190723T19-04,107,0.0,,0,10,71
20190723T18-04,114,0.0,,0,10,72
20190723T17-04,116,0.0,,0,10,72
20190723T16-04,114,0.0,,0,9,72
20190723T15-04,113,0.0,,0,10,71
20190723T14-04,74,0.0,,0,10,73
20190723T13-04,58,0.0,,0,9,71
20190723T12-04,56,0.0,,0,9,71
20190723T11-04,55,0.0,,0,9,71
20190723T10-04,56,0.0,,0,10,73
20190723T09-04,57,0.0,,0,9,71
20190723T08-04,56,0.0,,0,8,71
20190723T07-04,54,0.0,,9,0,71
20190723T06-04,55,0.0,,9,0,71
20190723T05-04,54,0.0,,9,0,72
20190723T04-04,54,0.0,,9,0,72
20190723T03-04,55,0.0,,8,0,72
20190723T02-04,56,0.0,,9,0,70
20190723T01-04,126,0.0,,9,0,71
20190723T00-04,182,0.0,,9,0,72
20190722T23-04,182,0.0,,9,0,72
20190722T22-04,182,46.0,,8,0,72
20190722T21-04,181,69.0,,9,0,71
20190722T20-04,181,75.0,,0,9,73
20190722T19-04,181,103.0,,0,9,71
20190722T18-04,179,138.0,,0,10,73
20190722T17-04,177,96.0,,0,10,71
20190722T16-04,168,80.0,,0,10,72
20190722T15-04,147,85.0,,0,10,72
20190722T14-04,80,118.0,,0,10,72
20190722T13-04,74,70.0,,0,11,72
20190722T12-04,75,69.0,,0,11,70
20190722T11-04,75,69.0,,0,10,8
20190722T10-04,61,20.0,,0,9,5
20190722T09-04,48,0.0,,0,9,5
20190722T08-04,50,0.0,,0,9,6
20190722T07-04,49,0.0,,9,0,5
20190722T06-04,49,0.0,,8,0,5
20190722T05-04,49,0.0,,9,0,5
20190722T04-04,50,0.0,,8,0,5
20190722T03-04,48,0.0,,9,0,5
20190722T02-04,48,0.0,,9,0,4
20190722T01-04,57,0.0,,8,0,4
20190722T00-04,101,0.0,,9,0,5
20190721T23-04,123,91.0,,8,0,5
20190721T22-04,175,158.0,,9,0,5
20190721T21-04,178,158.0,,8,0,50
20190721T20-04,179,158.0,,0,9,72
20190721T19-04,178,155.0,,0,10,71
20190721T18-04,180,158.0,,0,9,71
20190721T17-04,180,159.0,,0,10,72
20190721T16-04,178,158.0,,0,10,71
20190721T15-04,180,157.0,,0,10,72
20190721T14-04,175,158.0,,0,11,67
20190721T13-04,158,159.0,,0,11,6
20190721T12-04,98,78.0,,0,11,5
20190721T11-04,83,0.0,,0,11,5
20190721T10-04,56,0.0,,0,10,5
20190721T09-04,48,0.0,,0,9,5
20190721T08-04,49,0.0,,0,9,6
20190721T07-04,49,0.0,,9,0,5
20190721T06-04,48,0.0,,8,0,5
20190721T05-04,49,0.0,,9,0,5
20190721T04-04,50,0.0,,8,0,5
20190721T03-04,48,0.0,,9,0,5
20190721T02-04,49,0.0,,9,0,4
20190721T01-04,50,0.0,,9,0,4
20190721T00-04,58,0.0,,8,0,5
20190720T23-04,106,33.0,,9,0,5
20190720T22-04,178,148.0,,9,0,5
20190720T21-04,179,160.0,,9,0,5
20190720T20-04,180,160.0,,0,9,23
20190720T19-04,181,132.0,,0,9,72
20190720T18-04,181,90.0,,0,10,71
20190720T17-04,178,74.0,,0,10,71
20190720T16-04,133,72.0,,0,11,72
20190720T15-04,76,103.0,,0,11,71
20190720T14-04,75,103.0,,0,11,72
20190720T13-04,75,82.0,,0,10,71
20190720T12-04,75,72.0,,0,11,71
20190720T11-04,68,58.0,,0,10,54
20190720T10-04,56,0.0,,0,10,5
20190720T09-04,56,0.0,,0,9,5
20190720T08-04,55,0.0,,0,9,5
20190720T07-04,56,0.0,,8,0,5
20190720T06-04,53,0.0,,9,0,5
20190720T05-04,57,0.0,,9,0,5
20190720T04-04,56,0.0,,9,0,5
20190720T03-04,51,0.0,,8,0,5
20190720T02-04,51,0.0,,9,0,4
20190720T01-04,76,0.0,,9,0,4
20190720T00-04,139,0.0,,9,0,5
20190719T23-04,181,102.0,,9,0,5
20190719T22-04,181,159.0,,8,0,6
20190719T21-04,181,159.0,,9,0,41
20190719T20-04,182,236.0,,0,9,71
20190719T19-04,180,316.0,,0,9,72
20190719T18-04,179,316.0,,0,9,71
20190719T17-04,178,314.0,,0,11,71
20190719T16-04,182,315.0,,0,10,72
20190719T15-04,180,319.0,,0,12,70
20190719T14-04,179,182.0,,0,11,73
20190719T13-04,182,161.0,,0,11,71
20190719T12-04,174,161.0,,0,10,71
20190719T11-04,129,139.0,,0,11,53
20190719T10-04,116,5.0,,0,10,5
20190719T09-04,71,0.0,,0,9,5
20190719T08-04,50,0.0,,0,9,5
20190719T07-04,49,0.0,,9,0,5
20190719T06-04,56,0.0,,8,0,5
20190719T05-04,50,0.0,,9,0,5
20190719T04-04,50,0.0,,8,0,5
20190719T03-04,51,0.0,,9,0,5
20190719T02-04,49,0.0,,9,0,4
20190719T01-04,53,0.0,,8,0,5
20190719T00-04,101,0.0,0.0,9,0,5
20190718T23-04,159,72.0,3.0,9,0,5
20190718T22-04,176,159.0,0.0,8,0,5
20190718T21-04,178,159.0,0.0,9,0,5
20190718T20-04,176,158.0,2.0,0,9,26
20190718T19-04,178,306.0,0.0,0,9,71
20190718T18-04,177,315.0,0.0,0,10,72
20190718T17-04,176,316.0,0.0,0,10,71
20190718T16-04,176,304.0,0.0,0,11,71
20190718T15-04,175,159.0,0.0,0,10,71
20190718T14-04,176,159.0,0.0,0,11,71
20190718T13-04,164,159.0,0.0,0,11,71
20190718T12-04,93,124.0,0.0,0,10,75
20190718T11-04,93,55.0,0.0,0,10,18
20190718T10-04,63,0.0,0.0,0,10,5
20190718T09-04,58,0.0,0.0,0,10,5
20190718T08-04,61,0.0,0.0,0,8,5
20190718T07-04,59,0.0,0.0,9,0,5
20190718T06-04,60,0.0,0.0,9,0,5
20190718T05-04,60,0.0,0.0,9,0,5
20190718T04-04,58,0.0,0.0,8,0,5
20190718T03-04,54,0.0,0.0,9,0,5
20190718T02-04,57,0.0,0.0,9,0,4
20190718T01-04,111,0.0,0.0,8,0,4
20190718T00-04,179,0.0,,9,0,5
20190717T23-04,183,19.0,,8,0,5
20190717T22-04,184,155.0,,9,0,5
20190717T21-04,182,155.0,,9,0,5
20190717T20-04,183,155.0,,0,8,60
20190717T19-04,183,126.0,,0,10,70
20190717T18-04,183,183.0,,0,9,70
20190717T17-04,183,198.0,,0,9,70
20190717T16-04,180,198.0,,0,9,71
20190717T15-04,180,197.0,,0,10,71
20190717T14-04,178,140.0,,0,9,71
20190717T13-04,177,86.0,,0,10,71
20190717T12-04,143,70.0,,0,10,71
20190717T11-04,81,26.0,,0,9,54
20190717T10-04,75,0.0,,0,10,6
20190717T09-04,69,0.0,,0,9,5
20190717T08-04,65,0.0,,0,9,5
20190717T07-04,63,0.0,,8,0,5
20190717T06-04,53,0.0,,8,0,5
20190717T05-04,52,0.0,,9,0,5
20190717T04-04,52,0.0,,8,0,5
20190717T03-04,53,0.0,,9,0,5
20190717T02-04,53,0.0,,8,0,4
20190717T01-04,54,0.0,,9,0,4
20190717T00-04,117,0.0,,8,0,6
20190716T23-04,178,63.0,,9,0,24
20190716T22-04,178,132.0,,8,0,71
20190716T21-04,179,154.0,,9,0,71
20190716T20-04,178,153.0,,0,9,71
20190716T19-04,179,259.0,,0,9,72
20190716T18-04,177,314.0,,0,10,71
20190716T17-04,177,296.0,,0,11,71
20190716T16-04,178,205.0,,0,10,71
20190716T15-04,177,235.0,,0,11,71
20190716T14-04,177,231.0,,0,10,71
20190716T13-04,115,178.0,,0,11,72
20190716T12-04,71,106.0,,0,11,72
20190716T11-04,59,32.0,,0,11,71
20190716T10-04,59,0.0,,0,10,33
20190716T09-04,60,0.0,,0,9,5
20190716T08-04,58,0.0,,0,9,5
20190716T07-04,59,0.0,,8,0,6
20190716T06-04,60,0.0,,9,0,5
20190716T05-04,58,0.0,,8,0,6
20190716T04-04,60,0.0,,9,0,5
20190716T03-04,58,0.0,,9,0,6
20190716T02-04,58,0.0,,8,0,4
20190716T01-04,54,0.0,,9,0,7
20190716T00-04,97,0.0,,8,0,36
20190715T23-04,154,7.0,,9,0,36
20190715T22-04,185,151.0,,8,0,37
20190715T21-04,185,161.0,,9,0,36
20190715T20-04,184,161.0,,0,9,37
20190715T19-04,185,162.0,,0,9,36
20190715T18-04,185,162.0,,0,9,36
20190715T17-04,183,158.0,,0,11,37
20190715T16-04,184,159.0,,0,11,36
20190715T15-04,181,170.0,,0,10,37
20190715T14-04,181,137.0,,0,11,36
20190715T13-04,151,117.0,,0,11,36
20190715T12-04,71,91.0,,0,11,37
20190715T11-04,49,69.0,,0,11,36
20190715T10-04,50,20.0,,0,10,37
20190715T09-04,50,0.0,,0,9,41
20190715T08-04,50,0.0,,0,8,41
20190715T07-04,47,0.0,,9,0,41
20190715T06-04,49,0.0,,9,0,41
20190715T05-04,49,0.0,,8,0,41
20190715T04-04,48,0.0,,9,0,41
20190715T03-04,50,0.0,,8,0,41
20190715T02-04,48,0.0,,9,0,41
20190715T01-04,52,0.0,,8,0,44
20190715T00-04,93,0.0,,9,0,71
20190714T23-04,165,22.0,,9,0,71
20190714T22-04,181,162.0,,8,0,71
20190714T21-04,182,161.0,,9,0,71
20190714T20-04,180,163.0,,0,9,71
20190714T19-04,183,161.0,,0,9,72
20190714T18-04,181,162.0,,0,9,71
20190714T17-04,179,153.0,,0,10,71
20190714T16-04,175,94.0,,0,10,71
20190714T15-04,147,89.0,,0,11,71
20190714T14-04,126,91.0,,0,10,72
20190714T13-04,59,68.0,,0,11,71
20190714T12-04,57,0.0,,0,10,71
20190714T11-04,56,0.0,,0,10,72
20190714T10-04,56,0.0,,0,9,71
20190714T09-04,56,0.0,,0,9,72
20190714T08-04,58,0.0,,0,9,59
20190714T07-04,55,0.0,,9,0,41
20190714T06-04,55,0.0,,8,0,41
20190714T05-04,55,0.0,,9,0,41
20190714T04-04,56,0.0,,9,0,41
20190714T03-04,52,0.0,,8,0,41
20190714T02-04,54,0.0,,9,0,40
20190714T01-04,57,0.0,,9,0,40
20190714T00-04,71,0.0,,8,0,11
20190713T23-04,124,0.0,,9,0,10
20190713T22-04,182,0.0,,9,0,59
20190713T21-04,180,102.0,,8,0,71
20190713T20-04,181,158.0,,0,9,71
20190713T19-04,180,159.0,,0,9,71
20190713T18-04,176,158.0,,0,10,71
20190713T17-04,176,158.0,,0,9,71
20190713T16-04,176,159.0,,0,9,71
20190713T15-04,170,158.0,,0,10,72
20190713T14-04,151,152.0,,0,10,71
20190713T13-04,111,136.0,,0,10,71
20190713T12-04,63,92.0,,0,11,71
20190713T11-04,56,12.0,,0,11,71
20190713T10-04,55,0.0,,0,9,25
20190713T09-04,54,0.0,,0,10,5
20190713T08-04,55,0.0,,0,9,5
20190713T07-04,55,0.0,,8,0,5
20190713T06-04,53,0.0,,9,0,5
20190713T05-04,55,0.0,,9,0,6
20190713T04-04,54,0.0,,9,0,5
20190713T03-04,89,0.0,,8,0,5
20190713T02-04,145,0.0,,9,0,5
20190713T01-04,182,0.0,,9,0,4
20190712T00-04,113,0.0,,9,0,5
20190711T23-04,115,57.0,,9,0,59
20190711T22-04,97,119.0,,9,0,71
20190711T21-04,96,95.0,,8,0,71
20190711T20-04,157,90.0,,0,9,71
20190711T19-04,183,90.0,,0,10,71
20190711T18-04,183,94.0,,0,9,71
20190711T17-04,183,159.0,,0,9,71
20190711T16-04,185,160.0,,0,9,72
20190711T15-04,182,157.0,,0,9,71
20190711T14-04,167,133.0,,0,10,71
20190711T13-04,135,83.0,,0,10,72
20190711T12-04,68,95.0,,0,11,71
20190711T11-04,61,69.0,,0,11,71
20190711T10-04,62,69.0,,0,9,9
20190711T09-04,57,9.0,,0,10,5
20190711T08-04,48,0.0,,0,9,5
20190711T07-04,47,0.0,,8,0,5
20190711T06-04,47,0.0,,9,0,5
20190711T05-04,48,0.0,,8,0,6
20190711T04-04,47,0.0,,9,0,5
20190711T03-04,49,0.0,,9,0,5
20190711T02-04,49,0.0,,9,0,4
20190711T01-04,78,0.0,,8,0,4
20190711T00-04,99,14.0,,9,0,5
20190710T23-04,144,74.0,,8,0,12
20190710T22-04,184,139.0,,9,0,70
20190710T21-04,184,112.0,,8,0,71
20190710T20-04,184,156.0,,0,9,72
20190710T19-04,184,158.0,,0,9,71
